Database,Pathway,P-value,Adjusted P-value,Combined Score,N Genes Overlap,Genes,Compostos Associados,Aging Related
GO_BP,Negative Regulation Of Chemokine Production (GO:0032682),2.374052e-02,4.439563e-02,171.59,1,IL6,SILTUXIMAB,No
Reactome,Tie2 Signaling R-HSA-210993,2.520608e-02,4.781513e-02,158.28,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
Reactome,Regulation Of RUNX1 Expression And Activity R-HSA-8934593,2.520608e-02,4.781513e-02,158.28,1,SRC,Dasatinib,No
Reactome,MET Activates PTK2 Signaling R-HSA-8874081,2.520608e-02,4.781513e-02,158.28,1,SRC,Dasatinib,No
Reactome,Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117,2.520608e-02,4.781513e-02,158.28,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
GO_BP,DNA Biosynthetic Process (GO:0071897),2.520608e-02,4.605554e-02,158.28,1,SIRT1,Resveratrol,No
GO_BP,NAD Biosynthetic Process (GO:0009435),2.520608e-02,4.605554e-02,158.28,1,NAMPT,Resveratrol,No
GO_BP,Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861),2.520608e-02,4.605554e-02,158.28,1,SRC,Dasatinib,Yes
GO_BP,Regulation Of Leukocyte Chemotaxis (GO:0002688),2.520608e-02,4.605554e-02,158.28,1,IL6,SILTUXIMAB,No
GO_BP,Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),2.520608e-02,4.605554e-02,158.28,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Regulation Of Vacuole Organization (GO:0044088),2.520608e-02,4.605554e-02,158.28,1,EPHB2,Dasatinib,No
GO_BP,Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391),2.520608e-02,4.605554e-02,158.28,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Facultative Heterochromatin Formation (GO:0140718),2.520608e-02,4.605554e-02,158.28,1,SIRT1,Resveratrol,No
GO_BP,Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996),2.520608e-02,4.605554e-02,158.28,1,IL6,SILTUXIMAB,No
GO_BP,Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057),2.520608e-02,4.605554e-02,158.28,1,SRC,Dasatinib,No
GO_BP,Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),2.520608e-02,4.605554e-02,158.28,1,NFE2L2,BARDOXOLONE METHYL,No
GO_BP,Regulation Of Brown Fat Cell Differentiation (GO:0090335),2.520608e-02,4.605554e-02,158.28,1,SIRT1,Resveratrol,No
GO_BP,Negative Regulation Of Cellular Senescence (GO:2000773),2.520608e-02,4.605554e-02,158.28,1,SIRT1,Resveratrol,Yes
Reactome,Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851,2.529901e-02,4.781513e-02,31.92,2,IL6; SRC,Dasatinib; SILTUXIMAB,Yes
Reactome,PI-3K cascade:FGFR3 R-HSA-5654710,2.666950e-02,4.917596e-02,146.68,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
Reactome,VEGFR2 Mediated Cell Proliferation R-HSA-5218921,2.666950e-02,4.917596e-02,146.68,1,SRC,Dasatinib,Yes
Reactome,Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382,2.666950e-02,4.917596e-02,146.68,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
Reactome,Regulation Of Signaling By CBL R-HSA-912631,2.666950e-02,4.917596e-02,146.68,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
Reactome,Signaling By FLT3 Fusion Proteins R-HSA-9703465,2.666950e-02,4.917596e-02,146.68,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
GO_BP,Regulation Of Collagen Biosynthetic Process (GO:0032965),2.666950e-02,4.770058e-02,146.68,1,IL6,SILTUXIMAB,No
GO_BP,Regulation Of Defense Response To Virus (GO:0050688),2.666950e-02,4.770058e-02,146.68,1,ATG5,Spermidine,No
GO_BP,Negative Regulation Of Lipid Catabolic Process (GO:0050995),2.666950e-02,4.770058e-02,146.68,1,PRKAA1,Metformin,No
GO_BP,Negative Regulation Of Nervous System Development (GO:0051961),2.666950e-02,4.770058e-02,146.68,1,IL6,SILTUXIMAB,No
GO_BP,T-helper Cell Differentiation (GO:0042093),2.666950e-02,4.770058e-02,146.68,1,IL6,SILTUXIMAB,No
GO_BP,Negative Regulation Of Signal Transduction By P53 Class Mediator (GO:1901797),2.666950e-02,4.770058e-02,146.68,1,SIRT1,Resveratrol,Yes
GO_BP,Regulation Of Mitochondrial Membrane Permeability (GO:0046902),2.666950e-02,4.770058e-02,146.68,1,BCL2,VENETOCLAX,Yes
GO_BP,Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017),2.666950e-02,4.770058e-02,146.68,1,IL6,SILTUXIMAB,Yes
GO_BP,Positive Regulation Of Extracellular Matrix Organization (GO:1903055),2.666950e-02,4.770058e-02,146.68,1,IL6,SILTUXIMAB,No
GO_BP,Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),2.666950e-02,4.770058e-02,146.68,1,MTOR,DACTOLISIB; GEDATOLISIB; Rapamycin,No
GO_BP,Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898),2.666950e-02,4.770058e-02,146.68,1,PIK3R1,DACTOLISIB; GEDATOLISIB,No
GO_BP,Regulation Of Adaptive Immune Response (GO:0002819),2.666950e-02,4.770058e-02,146.68,1,SIRT1,Resveratrol,No
GO_BP,Protein Ubiquitination (GO:0016567),2.670496e-02,4.770058e-02,18.25,3,BCL2; SIRT1; NFE2L2,BARDOXOLONE METHYL; Resveratrol; VENETOCLAX,Yes
KEGG,Influenza A,2.732124e-02,4.308349e-02,29.95,2,IL6; PIK3R1,DACTOLISIB; GEDATOLISIB; SILTUXIMAB,No
GO_BP,Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),2.813081e-02,4.898071e-02,136.49,1,SRC,Dasatinib,No
GO_BP,N-glycan Processing (GO:0006491),2.813081e-02,4.898071e-02,136.49,1,GANAB,Acarbose,No
GO_BP,Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211),2.813081e-02,4.898071e-02,136.49,1,SRC,Dasatinib,Yes
GO_BP,Neuron Apoptotic Process (GO:0051402),2.813081e-02,4.898071e-02,136.49,1,BCL2,VENETOCLAX,No
GO_BP,Regulation Of Neuroinflammatory Response (GO:0150077),2.813081e-02,4.898071e-02,136.49,1,IL6,SILTUXIMAB,Yes
GO_BP,Cellular Response To Lectin (GO:1990858),2.813081e-02,4.898071e-02,136.49,1,SRC,Dasatinib,No
GO_BP,Release Of Cytochrome C From Mitochondria (GO:0001836),2.813081e-02,4.898071e-02,136.49,1,BCL2,VENETOCLAX,Yes
GO_BP,Positive Regulation Of Histone Methylation (GO:0031062),2.813081e-02,4.898071e-02,136.49,1,SIRT1,Resveratrol,No
GO_BP,Positive Regulation Of Hormone Secretion (GO:0046887),2.813081e-02,4.898071e-02,136.49,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,No
GO_BP,Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223),2.813081e-02,4.898071e-02,136.49,1,SRC,Dasatinib,No
GO_BP,Establishment Of Skin Barrier (GO:0061436),2.813081e-02,4.898071e-02,136.49,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,No
GO_BP,Glycogen Metabolic Process (GO:0005977),2.813081e-02,4.898071e-02,136.49,1,GAA,Acarbose,No
GO_BP,Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771),2.813081e-02,4.898071e-02,136.49,1,SIRT1,Resveratrol,Yes
GO_BP,Regulation Of Acute Inflammatory Response (GO:0002673),2.813081e-02,4.898071e-02,136.49,1,IL6,SILTUXIMAB,Yes
GO_BP,Regulation Of Behavior (GO:0050795),2.813081e-02,4.898071e-02,136.49,1,MTOR,DACTOLISIB; GEDATOLISIB; Rapamycin,No
Reactome,Nicotinamide Salvaging R-HSA-197264,2.813081e-02,5.063546e-02,136.49,1,NAMPT,Resveratrol,Yes
Reactome,PI-3K cascade:FGFR4 R-HSA-5654720,2.959000e-02,5.226644e-02,127.47,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
Reactome,SHC-mediated cascade:FGFR1 R-HSA-5654688,2.959000e-02,5.226644e-02,127.47,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,Yes
Reactome,Signaling By FGFR3 In Disease R-HSA-5655332,3.104706e-02,5.358808e-02,119.43,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
Reactome,FRS-mediated FGFR1 Signaling R-HSA-5654693,3.250202e-02,5.559168e-02,112.24,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,Yes
GO_BP,Negative Regulation Of Macroautophagy (GO:0016242),3.250202e-02,5.404830e-02,112.24,1,MTOR,DACTOLISIB; GEDATOLISIB; Rapamycin,Yes
Reactome,PI-3K cascade:FGFR2 R-HSA-5654695,3.395486e-02,5.704416e-02,105.77,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
Reactome,Growth Hormone Receptor Signaling R-HSA-982772,3.540559e-02,5.719364e-02,99.91,1,GHR,SOMATROPIN,Yes
Reactome,Downstream Signaling Of Activated FGFR3 R-HSA-5654708,3.540559e-02,5.719364e-02,99.91,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
GO_BP,Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),3.685421e-02,5.802578e-02,94.59,1,SRC,Dasatinib,Yes
Reactome,Downstream Signaling Of Activated FGFR4 R-HSA-5654716,3.830074e-02,6.007335e-02,89.75,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
GO_BP,Acute Inflammatory Response (GO:0002526),3.830074e-02,5.948960e-02,89.75,1,IL6,SILTUXIMAB,Yes
GO_BP,DNA Synthesis Involved In DNA Repair (GO:0000731),3.974516e-02,6.082125e-02,85.31,1,SIRT1,Resveratrol,Yes
GO_BP,Regulation Of Mitochondrial Fission (GO:0090140),3.974516e-02,6.082125e-02,85.31,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,Yes
GO_BP,Positive Regulation Of Mitotic Cell Cycle (GO:0045931),3.974516e-02,6.082125e-02,85.31,1,RPS6KB1,Rapamycin,Yes
GO_BP,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",4.118748e-02,6.256632e-02,81.24,1,SIRT1,Resveratrol,Yes
Reactome,"FOXO-mediated Transcription Of Oxidative Stress, Metabolic And Neuronal Genes R-HSA-9615017",4.262772e-02,6.269757e-02,77.49,1,SIRT3,Resveratrol,Yes
Reactome,Downstream Signaling Of Activated FGFR2 R-HSA-5654696,4.262772e-02,6.269757e-02,77.49,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
Reactome,Negative Regulation Of FGFR3 Signaling R-HSA-5654732,4.262772e-02,6.269757e-02,77.49,1,SRC,Dasatinib,Yes
Reactome,Negative Regulation Of FGFR4 Signaling R-HSA-5654733,4.550191e-02,6.564779e-02,70.82,1,SRC,Dasatinib,Yes
GO_BP,Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087),4.550191e-02,6.639433e-02,70.82,1,RPTOR,Rapamycin,Yes
GO_BP,Mitochondrial Membrane Organization (GO:0007006),4.693587e-02,6.800778e-02,67.85,1,BCL2,VENETOCLAX,Yes
GO_BP,Positive Regulation Of Notch Signaling Pathway (GO:0045747),4.836776e-02,6.911586e-02,65.08,1,SRC,Dasatinib,Yes
GO_BP,Signal Transduction By P53 Class Mediator (GO:0072331),4.836776e-02,6.911586e-02,65.08,1,STK11,Metformin,Yes
Reactome,Negative Regulation Of FGFR2 Signaling R-HSA-5654727,4.979756e-02,6.920396e-02,62.49,1,SRC,Dasatinib,Yes
GO_BP,Apoptotic Mitochondrial Changes (GO:0008637),4.979756e-02,7.028647e-02,62.49,1,BCL2,VENETOCLAX,Yes
GO_BP,Regulation Of Inflammatory Response (GO:0050727),5.005817e-02,7.046232e-02,17.73,2,IL6; PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE; SILTUXIMAB,Yes
GO_BP,Regulation Of Cellular Senescence (GO:2000772),5.122529e-02,7.181245e-02,60.08,1,SIRT1,Resveratrol,Yes
GO_BP,Receptor Signaling Pathway Via JAK-STAT (GO:0007259),5.265094e-02,7.282560e-02,57.82,1,GHR,SOMATROPIN,Yes
GO_BP,Negative Regulation Of Mitochondrion Organization (GO:0010823),5.691549e-02,7.697708e-02,51.84,1,PPARG,BARDOXOLONE METHYL; BEZAFIBRATE; ROSIGLITAZONE,Yes
GO_BP,Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543),5.691549e-02,7.697708e-02,51.84,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,Yes
GO_BP,Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808),5.833288e-02,7.828091e-02,50.08,1,RPTOR,Rapamycin,Yes
Reactome,Signaling By FGFR2 In Disease R-HSA-5655253,6.116148e-02,7.986111e-02,46.83,1,PIK3R1,DACTOLISIB; GEDATOLISIB,Yes
GO_BP,Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015),6.679406e-02,8.511518e-02,41.32,1,IL6,SILTUXIMAB,Yes
GO_BP,Regulation Of Cell Cycle (GO:0051726),7.325655e-02,9.110899e-02,12.41,2,STK11; SIRT1,Metformin; Resveratrol,Yes
GO_BP,Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),7.378886e-02,9.111473e-02,35.81,1,SRC,Dasatinib,Yes
Reactome,Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201,7.518173e-02,9.410163e-02,34.85,1,SIRT3,Resveratrol,Yes
GO_BP,Cell Cycle G1/S Phase Transition (GO:0044843),7.518173e-02,9.217546e-02,34.85,1,RPS6KB1,Rapamycin,Yes
GO_BP,Mitochondrial Transport (GO:0006839),7.657257e-02,9.300021e-02,33.94,1,BCL2,VENETOCLAX,Yes
Reactome,Intrinsic Pathway For Apoptosis R-HSA-109606,7.934818e-02,9.738186e-02,32.23,1,BCL2,VENETOCLAX,Yes
GO_BP,Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344),7.934818e-02,9.558688e-02,32.23,1,FGFR1,NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB,Yes
GO_BP,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),8.237535e-02,9.854603e-02,11.06,2,SIRT1; NFE2L2,BARDOXOLONE METHYL; Resveratrol,Yes
GO_BP,G1/S Transition Of Mitotic Cell Cycle (GO:0000082),9.037023e-02,1.062696e-01,26.62,1,RPS6KB1,Rapamycin,Yes
GO_BP,Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),9.037023e-02,1.062696e-01,26.62,1,RPTOR,Rapamycin,Yes
KEGG,Inflammatory bowel disease,9.310575e-02,1.156768e-01,25.46,1,IL6,SILTUXIMAB,Yes
GO_BP,Positive Regulation Of Cell Cycle (GO:0045787),9.310575e-02,1.086234e-01,25.46,1,RPS6KB1,Rapamycin,Yes
GO_BP,Regulation Of Notch Signaling Pathway (GO:0008593),9.990979e-02,1.153919e-01,22.91,1,SRC,Dasatinib,Yes
